PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
401,1,1,"Nirva, Mr. Iisakki Antino Aijo",male,33.93,1,0,364512,23.3384,,S
196,1,1,"Brewe, Dr. Arthur Jackson",male,19.16,0,1,113796,11.1281,,C
1,1,1,"Daly, Mr. Eugene Patrick",female,29.35,4,1,A/5 21174,0.0,,S
313,1,3,"Caram, Mrs. Joseph (Maria Elias)",male,0.42,1,0,2689,41.9944,,Q
891,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",female,7.5,1,1,349239,16.5107,,C
635,0,1,"Thorne, Mrs. Gertrude Maybelle",male,33.35,0,0,31418,23.9581,B50,S
264,1,3,"Rugg, Miss. Emily",male,0.42,0,0,349239,0.0,,S
392,1,3,"Berglund, Mr. Karl Ivar Sven",male,12.49,0,0,219533,14.0598,,S
1,1,1,"McKane, Mr. Peter David",female,0.42,0,2,349239,0.0,,S
1,1,1,"Van der hoef, Mr. Wyckoff",male,,0,0,219533,0.0,,C
1,1,1,"Andreasson, Mr. Paul Edvin",male,,1,0,2641,15.7619,,S
891,0,1,"Saalfeld, Mr. Adolphe",male,,0,0,A/5 21174,1.3964,,S
231,1,1,"Brewe, Dr. Arthur Jackson",male,,1,1,347073,0.0,D,
290,1,2,"Lobb, Mr. William Arthur",male,67.48,0,0,219533,0.0,,S
414,0,1,"Artagaveytia, Mr. Ramon",male,,1,1,113796,141.9768,,S
891,0,1,"Silverthorne, Mr. Spencer Victor",female,8.67,0,2,349239,1.1739,,Q
891,1,1,"Humblen, Mr. Adolf Mathias Nicolai Olsen",female,,0,0,228414,3.3008,,C
418,1,2,"Mangan, Miss. Mary",male,34.85,0,1,STON/O 2. 3101275,0.0,,S
1,1,1,"Persson, Mr. Ernst Ulrik",male,,0,1,219533,512.3292,D20,S
767,0,1,"Smith, Mr. Thomas",female,25.05,0,0,349239,3.3361,,S
711,1,3,"Banfield, Mr. Frederick James",male,,0,1,C.A. 37671,28.9575,B96 B98,C
150,0,1,"Marvin, Mr. Daniel Warner",male,7.71,0,1,SOTON/O.Q. 3101311,23.3388,C68,C
388,0,1,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",male,69.39,0,1,364512,15.423,,Q
491,1,1,"Davies, Mr. Alfred J",male,34.5,0,0,SC/AH 29037,23.402,C83,S
401,1,3,"Giglio, Mr. Victor",male,25.89,0,1,29106,0.0,,S
761,1,1,"McCoy, Mr. Bernard",female,,0,0,A/5 21174,13.4035,B20,S
446,1,2,"Hickman, Mr. Lewis",female,,0,0,11751,348.9767,C93,C
353,1,1,"Daly, Mr. Eugene Patrick",male,6.87,0,0,SOTON/O.Q. 392078,42.3524,,C
1,1,3,"Brewe, Dr. Arthur Jackson",male,,1,0,2689,7.108,B18,Q
449,0,1,"Ilmakangas, Miss. Pieta Sofia",male,18.37,1,2,349239,24.8056,B19,S
891,1,2,"Davis, Miss. Mary",female,,0,1,113051,5.5055,B18,S
879,1,3,"McGowan, Miss. Anna ""Annie""",male,25.62,0,2,315084,13.3219,,S
891,0,3,"Davies, Mr. Charles Henry",female,2.56,1,0,SC/PARIS 2133,0.0,,C
891,1,3,"Johanson, Mr. Jakob Alfred",male,,1,1,113796,25.2426,E101,S
891,0,3,"Cann, Mr. Ernest Charles",male,0.42,0,0,347464,0.0,,S
891,1,3,"Turcin, Mr. Stjepan",male,12.44,0,0,347083,45.0518,C2,S
529,0,2,"Mellinger, Miss. Madeleine Violet",male,,1,0,SC/PARIS 2133,0.0,,S
891,0,1,"Reuchlin, Jonkheer. John George",male,24.55,1,0,349239,0.0,,C
83,1,2,"Coleff, Mr. Peju",male,13.05,1,0,219533,0.1485,,C
843,1,1,"Markoff, Mr. Marin",male,21.44,5,1,113794,0.0,C128,S
160,1,3,"Clifford, Mr. George Quincy",female,,2,2,14312,34.1997,,S
423,1,1,"Brewe, Dr. Arthur Jackson",male,,0,0,113056,1.9913,,C
891,0,3,"Masselmani, Mrs. Fatima",male,,0,0,228414,0.0,,C
1,1,3,"Hogeboom, Mrs. John C (Anna Andrews)",male,,1,0,349239,2.9531,E68,S
1,0,1,"Edvardsson, Mr. Gustaf Hjalmar",male,,0,0,349239,0.0,,S
261,0,2,"Brewe, Dr. Arthur Jackson",female,,0,0,2689,0.0,C52,C
1,1,3,"Daly, Mr. Eugene Patrick",female,,1,0,A/5 21174,0.0,,Q
412,1,3,"Collyer, Mr. Harvey",male,,0,1,110152,56.5944,,S
891,1,3,"Johansson, Mr. Gustaf Joel",male,24.37,0,0,113760,0.0,,S
891,1,2,"Chambers, Mr. Norman Campbell",male,80.0,0,0,4135,6.0132,,Q
456,1,3,"Connaghton, Mr. Michael",female,27.33,0,1,C.A. 37671,0.0,,Q
427,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",male,80.0,1,1,382649,3.6199,,Q
1,1,3,"Windelov, Mr. Einar",male,,0,0,A/5. 10482,0.3306,C148,S
1,1,3,"Morley, Mr. William",female,7.73,1,0,347083,0.0,F G73,Q
891,1,3,"Silverthorne, Mr. Spencer Victor",male,33.4,0,0,SC/PARIS 2167,0.0,B73,C
132,1,1,"Collyer, Mr. Harvey",male,26.4,1,0,113051,22.7374,,Q
674,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,,0,0,113796,0.0,F G73,Q
361,1,1,"Montvila, Rev. Juozas",male,24.69,0,0,345767,0.0,,S
891,1,3,"Harper, Miss. Annie Jessie ""Nina""",male,,0,0,C.A. 2315,0.0,,C
1,1,3,"Daniel, Mr. Robert Williams",female,,0,0,A/5 21174,10.8681,,S
1,0,1,"Svensson, Mr. Olof",male,34.11,0,0,315084,22.5803,,S
383,1,3,"Quick, Mrs. Frederick Charles (Jane Richards)",female,,0,1,11751,14.6966,,S
1,1,3,"Hansen, Mr. Claus Peter",female,,0,0,113051,1.6871,,S
222,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,,0,0,11753,0.0,C118,C
891,1,1,"Daly, Mr. Eugene Patrick",male,2.44,0,0,11751,0.0,,Q
891,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,28.64,0,2,219533,35.2019,,C
1,1,3,"Kink-Heilmann, Miss. Luise Gretchen",male,,0,0,345778,0.0,,Q
60,1,3,"Carter, Miss. Lucile Polk",male,25.13,0,0,113786,14.1254,E50,S
546,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,,0,0,SOTON/OQ 3101316,0.0,B18,Q
325,0,3,"Andersson, Miss. Ebba Iris Alfrida",male,,1,1,382649,9.1217,B79,Q
178,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,0,0,347083,67.9347,D48,S
743,0,2,"Masselmani, Mrs. Fatima",male,,0,0,347083,15.8617,,S
1,1,1,"Giles, Mr. Frederick Edward",male,33.03,0,0,PC 17759,23.8674,,S
891,1,3,"Brewe, Dr. Arthur Jackson",male,0.42,3,1,349239,24.0484,,S
1,1,3,"Sage, Mr. George John Jr",male,,0,0,SOTON/O.Q. 3101307,0.0,,S
473,1,3,"Barbara, Miss. Saiide",male,5.95,1,0,A/5 21174,0.0,,S
891,1,1,"Meek, Mrs. Thomas (Annie Louise Rowley)",male,,1,0,315084,0.0,E10,S
719,0,1,"Olsen, Mr. Henry Margido",male,64.4,1,1,11751,0.0,B57 B59 B63 B66,C
891,1,3,"Lindahl, Miss. Agda Thorilda Viktoria",male,12.17,0,0,315084,18.6437,,C
891,0,1,"Samaan, Mr. Youssef",male,,4,0,347080,19.3996,,S
1,1,3,"Kelly, Miss. Mary",female,,0,0,C.A. 2315,0.0,,S
733,1,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,,0,0,11751,15.1748,,C
1,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",male,20.29,1,0,374910,0.0,,Q
20,1,1,"Brewe, Dr. Arthur Jackson",male,,1,0,374910,0.0,,S
600,1,3,"Lefebre, Miss. Jeannie",male,,0,0,347061,0.0,,S
692,1,1,"Lobb, Mr. William Arthur",male,10.78,1,0,219533,4.164,,C
499,1,3,"Tikkanen, Mr. Juho",male,,0,0,228414,0.0,C99,Q
1,1,1,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,,0,0,364849,3.344,E44,S
891,1,3,"Hedman, Mr. Oskar Arvid",male,,0,1,349239,0.0,,S
891,1,2,"Wright, Mr. George",male,4.2,0,3,65303,4.4316,,Q
1,1,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",male,34.1,0,0,A/4. 20589,0.0,,S
891,1,1,"Turcin, Mr. Stjepan",female,0.42,0,0,PC 17569,4.3196,,C
421,1,3,"Flynn, Mr. John",female,62.51,0,0,SC/PARIS 2133,0.0,,Q
841,1,2,"Mellinger, Miss. Madeleine Violet",male,0.42,0,1,347083,13.6836,,S
1,1,2,"McDermott, Miss. Brigdet Delia",male,,0,1,C.A. 33595,41.0103,,Q
184,1,1,"Butt, Major. Archibald Willingham",male,9.31,1,1,315084,25.7419,,S
639,0,1,"Brewe, Dr. Arthur Jackson",male,0.42,1,1,347073,24.0362,,S
1,0,3,"Dean, Master. Bertram Vere",female,80.0,0,1,349239,19.2261,,S
891,1,3,"Kelly, Miss. Mary",male,20.29,1,0,PC 17569,25.275,,S
1,1,1,"Collyer, Mr. Harvey",male,23.42,0,0,PC 17759,25.67,,Q
1,0,1,"McMahon, Mr. Martin",male,,1,1,29106,5.301,,S
702,1,2,"Hogeboom, Mrs. John C (Anna Andrews)",male,55.39,1,1,11751,195.355,,S
383,0,1,"Collyer, Mr. Harvey",male,19.87,0,0,349239,22.8051,B4,C
872,1,3,"Turcin, Mr. Stjepan",male,30.62,0,0,SC/PARIS 2133,21.9882,,Q
190,0,1,"Skoog, Mr. Wilhelm",female,0.42,0,0,A/5. 10482,0.0,,Q
71,1,3,"Johnson, Miss. Eleanor Ileen",male,11.67,0,0,349239,0.0,,Q
1,1,2,"Lindell, Mr. Edvard Bengtsson",female,11.02,0,0,SC/PARIS 2133,0.0,B80,S
441,1,3,"Downton, Mr. William James",male,80.0,0,1,2689,0.0,,Q
688,0,1,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",male,,1,0,349239,0.0,F33,S
891,0,3,"Niskanen, Mr. Juha",female,24.41,1,1,349239,7.3881,,C
315,1,2,"Stone, Mrs. George Nelson (Martha Evelyn)",male,39.51,0,3,349222,7.3767,,S
666,1,3,"Brewe, Dr. Arthur Jackson",female,17.84,0,0,349222,0.0,,S
740,0,3,"Smith, Mr. James Clinch",male,56.68,0,1,219533,0.0,,C
876,1,3,"Buss, Miss. Kate",female,64.27,1,1,14313,0.0,B79,S
1,1,3,"Hale, Mr. Reginald",male,36.54,0,0,113056,0.0,,S
1,1,1,"Johannesen-Bratthammer, Mr. Bernt",male,,0,0,SC/PARIS 2133,0.0,,S
891,0,2,"Silven, Miss. Lyyli Karoliina",male,,4,0,PP 4348,9.0614,,C
891,1,3,"Andersson, Miss. Erna Alexandra",female,18.66,0,1,219533,22.9184,,S
891,1,1,"Glynn, Miss. Mary Agatha",male,0.42,1,0,349239,20.6734,,S
391,1,1,"McCormack, Mr. Thomas Joseph",male,,0,0,347464,0.0,B82 B84,S
383,0,3,"Andersson, Miss. Erna Alexandra",female,,0,0,347464,25.6414,,C
891,0,2,"Collyer, Mr. Harvey",male,,0,0,349239,0.0,,S
1,0,3,"Hogeboom, Mrs. John C (Anna Andrews)",male,,0,2,110813,186.5989,,S
1,1,3,"Hansen, Mr. Henry Damsgaard",male,75.44,0,1,350029,0.0,,S
284,0,1,"Frolicher, Miss. Hedwig Margaritha",male,0.42,0,0,C.A. 2315,5.3642,,S
500,1,3,"Carter, Mrs. William Ernest (Lucile Polk)",female,18.2,0,1,54636,0.0,,Q
813,1,3,"Johnson, Mr. Alfred",male,,7,0,SC/PARIS 2133,20.2879,,S
591,1,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",male,,0,1,219533,2.729,,C
390,0,1,"Ryerson, Miss. Emily Borie",male,7.06,0,0,345778,8.7159,,C
891,1,3,"Harris, Mr. George",male,0.42,4,0,113786,0.0,,S
1,1,3,"Montvila, Rev. Juozas",male,,0,1,19943,24.8873,,C
27,1,3,"Lang, Mr. Fang",male,18.22,7,2,113796,9.4988,,S
398,1,3,"Laroche, Miss. Simonne Marie Anne Andree",male,34.79,0,1,345778,0.0,,Q
635,0,2,"Becker, Master. Richard F",male,6.58,0,1,4136,0.0,,S
1,1,3,"Stead, Mr. William Thomas",male,17.15,1,2,349222,0.0,,S
679,1,1,"Cavendish, Mr. Tyrell William",male,0.42,0,1,A/5. 10482,8.8638,,Q
724,0,3,"Leitch, Miss. Jessie Wills",male,,0,0,349239,7.9187,D30,S
187,0,3,"Alexander, Mr. William",male,,0,0,SOTON/O.Q. 3101305,0.0,,S
382,0,3,"Daly, Mr. Eugene Patrick",male,34.34,0,0,219533,0.0,,S
680,1,3,"Nakid, Miss. Maria (""Mary"")",male,,0,0,SOTON/O.Q. 392078,49.3647,,C
261,1,3,"Brewe, Dr. Arthur Jackson",male,11.56,0,0,11751,17.9175,,C
1,0,3,"Karlsson, Mr. Nils August",male,,1,0,219533,0.0,B39,Q
1,1,1,"Pekoniemi, Mr. Edvard",male,21.38,1,0,11751,3.0978,A26,S
690,1,1,"Daly, Mr. Eugene Patrick",male,0.42,0,0,A/5. 10482,0.0,,S
100,0,3,"Andrew, Mr. Edgardo Samuel",male,0.42,4,2,250655,14.5995,,S
1,1,3,"Andersson, Miss. Sigrid Elisabeth",female,,8,3,65306,27.4161,,C
406,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,80.0,0,0,347088,0.0,,C
740,1,1,"Emanuel, Miss. Virginia Ethel",female,0.42,1,0,SOTON/O.Q. 3101311,6.6453,,S
455,0,3,"Giles, Mr. Frederick Edward",female,,0,0,2003,41.5808,,C
581,0,1,"Giles, Mr. Frederick Edward",male,,0,1,SC/PARIS 2133,9.8487,,C
1,0,3,"Daly, Mr. Eugene Patrick",male,48.18,1,1,349239,19.8841,,C
891,0,3,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",male,,0,1,349239,54.7141,,C
109,1,3,"Ridsdale, Miss. Lucy",male,,0,0,11753,26.6649,C92,C
891,1,1,"Weir, Col. John",male,,2,1,374910,11.6778,,C
1,1,3,"Endres, Miss. Caroline Louise",female,25.53,1,1,113051,14.1287,,S
629,1,1,"Nicola-Yarred, Master. Elias",male,20.28,0,0,219533,14.0156,E8,C
592,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,,1,1,110413,0.71,,C
734,1,2,"Brewe, Dr. Arthur Jackson",female,10.51,0,0,110413,23.8471,,C
595,1,1,"Silverthorne, Mr. Spencer Victor",male,7.24,2,1,17764,50.4242,,S
393,1,3,"Baclini, Miss. Helene Barbara",male,,1,0,347464,10.7964,,S
512,1,1,"Staneff, Mr. Ivan",male,70.84,1,1,SC/PARIS 2131,23.811,D35,Q
795,0,3,"Goodwin, Miss. Lillian Amy",male,1.92,1,0,SOTON/OQ 3101317,0.0,,S
343,1,1,"Olsen, Mr. Henry Margido",female,,1,0,219533,0.0,,C
407,0,2,"Tobin, Mr. Roger",male,30.38,0,0,A/5 21174,0.0,,C
506,1,3,"Givard, Mr. Hans Kristensen",male,30.86,0,0,374910,0.0,,S
444,1,3,"O'Connell, Mr. Patrick D",male,12.53,0,0,349214,0.0,B96 B98,S
891,0,3,"Brewe, Dr. Arthur Jackson",male,24.61,0,0,113786,0.0,,S
817,0,1,"Lang, Mr. Fang",male,,0,1,13502,1.4562,E25,Q
1,1,3,"Isham, Miss. Ann Elizabeth",female,26.74,3,1,PC 17759,98.2265,,S
891,0,3,"Rugg, Miss. Emily",male,,0,1,CA. 2343,0.0,,Q
1,0,3,"Canavan, Miss. Mary",male,,1,0,113051,0.0,C85,C
742,1,2,"Reed, Mr. James George",male,21.07,0,0,C 17369,0.0,,S
628,0,3,"Gustafsson, Mr. Karl Gideon",female,23.3,0,1,SC/PARIS 2133,18.6567,,Q
442,1,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,62.96,0,0,349239,8.6364,,Q
891,0,1,"Leinonen, Mr. Antti Gustaf",female,,0,0,372622,14.1306,,S
1,0,3,"Collyer, Mr. Harvey",male,,0,0,347464,0.0,,Q
1,1,3,"Oreskovic, Miss. Marija",female,,1,0,113786,27.4043,,S
435,1,3,"Henry, Miss. Delia",male,3.21,0,0,219533,8.0373,,Q
384,1,1,"Lang, Mr. Fang",male,8.28,0,1,349222,12.4322,,S
205,0,1,"Barbara, Miss. Saiide",male,29.27,0,0,236171,52.0312,,S
407,0,3,"Garfirth, Mr. John",male,,0,1,219533,0.0,,S
254,1,3,"Brewe, Dr. Arthur Jackson",male,0.42,0,0,2664,19.1423,,C
629,1,1,"Smiljanic, Mr. Mile",male,80.0,1,0,349239,0.0,,C
668,1,3,"Doling, Miss. Elsie",male,15.7,0,0,SOTON/O.Q. 392078,0.0,,S
1,0,3,"Crosby, Capt. Edward Gifford",male,19.1,1,0,A/5 21174,18.9723,,Q
314,1,3,"Connaghton, Mr. Michael",male,30.07,1,0,349239,0.0,,S
745,1,1,"Heininen, Miss. Wendla Maria",female,,0,0,219533,25.1283,,S
368,1,3,"Brewe, Dr. Arthur Jackson",male,69.63,0,0,367655,6.7885,,S
1,1,2,"Lang, Mr. Fang",male,27.33,1,0,3101296,3.0635,C2,Q
245,1,1,"Bailey, Mr. Percy Andrew",male,,0,0,347083,4.3164,,S
393,0,1,"Osman, Mrs. Mara",female,25.49,1,0,11751,0.0,,S
543,1,1,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",male,30.13,1,0,SOTON/O.Q. 3101307,0.0,,S
110,1,3,"Bailey, Mr. Percy Andrew",female,38.65,1,0,SOTON/O.Q. 392078,15.9061,,C
1,0,3,"Wheadon, Mr. Edward H",male,34.49,0,0,347071,0.0,,C
814,1,3,"Sutton, Mr. Frederick",male,,0,0,A/5 3902,0.0,,S
891,0,1,"Albimona, Mr. Nassef Cassem",male,,1,0,C.A. 29178,14.0954,,C
891,0,2,"Ford, Miss. Robina Maggie ""Ruby""",male,,0,1,219533,20.6804,,C
807,0,1,"Odahl, Mr. Nils Martin",male,,1,1,A/5. 10482,24.9449,,S
10,1,1,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",male,,0,0,349239,0.0,,S
709,1,3,"Pinsky, Mrs. (Rosa)",male,,0,1,349222,26.1576,,S
1,0,1,"Daly, Mr. Eugene Patrick",male,19.41,1,0,349239,3.9487,A34,S
532,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,0.42,0,0,113051,0.0,D46,S
891,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",male,,0,1,347464,26.2852,,S
1,0,1,"Lefebre, Miss. Jeannie",male,,0,0,234604,12.2138,D35,S
1,1,3,"Widegren, Mr. Carl/Charles Peter",female,28.5,1,0,PC 17569,22.7951,,S
1,1,1,"Tikkanen, Mr. Juho",male,,1,0,2689,18.8979,,C
66,1,1,"Lobb, Mr. William Arthur",male,5.99,0,0,A/5. 10482,0.0,,S
1,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,,0,0,367655,20.8691,F G73,S
891,1,1,"Stoytcheff, Mr. Ilia",male,,1,0,11751,0.0,D21,Q
1,0,2,"Lines, Miss. Mary Conover",male,,1,1,364851,4.1895,,S
1,1,3,"Ilett, Miss. Bertha",male,80.0,0,1,11769,0.0,E77,C
225,0,1,"Johannesen-Bratthammer, Mr. Bernt",male,23.03,0,0,230433,0.0,D20,S
891,1,2,"Leinonen, Mr. Antti Gustaf",female,,7,0,11751,32.0144,,S
1,1,3,"Molson, Mr. Harry Markland",male,,0,0,236171,0.0,,Q
1,0,3,"Olsen, Mr. Henry Margido",male,32.39,1,1,345572,0.0,,S
1,1,3,"Brewe, Dr. Arthur Jackson",female,,1,0,349239,23.3854,,S
218,1,3,"Simonius-Blumer, Col. Oberst Alfons",male,10.99,0,0,315084,12.9479,,C
453,1,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,,0,2,113505,12.9534,,C
429,0,3,"Renouf, Mr. Peter Henry",male,,0,0,A/5. 10482,0.0,,S
533,1,1,"Larsson, Mr. August Viktor",female,0.42,0,0,347061,0.0,,S
226,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,10.59,0,0,219533,3.7722,,C
182,1,1,"Gustafsson, Mr. Karl Gideon",male,13.45,0,2,SC/PARIS 2133,31.3868,,S
164,1,1,"Marvin, Mr. Daniel Warner",female,,0,0,236171,16.0388,,C
891,0,1,"Silverthorne, Mr. Spencer Victor",female,9.1,1,1,W./C. 6608,71.6999,B80,S
1,1,3,"Andersson, Miss. Ellis Anna Maria",male,,0,1,113056,26.9828,,C
46,0,3,"Coelho, Mr. Domingos Fernandeo",female,,0,0,2689,24.1007,,S
865,1,3,"Saad, Mr. Khalil",female,1.31,1,6,349239,0.374,,S
1,1,3,"Panula, Mr. Ernesti Arvid",male,27.74,0,0,110813,0.0,,S
1,1,3,"Brewe, Dr. Arthur Jackson",male,34.87,0,1,PC 17759,15.6161,,S
891,1,1,"Barbara, Miss. Saiide",female,0.42,7,0,14311,29.5268,B82 B84,Q
441,1,1,"Sundman, Mr. Johan Julian",female,1.46,0,0,349234,0.0,,S
1,0,1,"Frolicher, Miss. Hedwig Margaritha",male,6.69,1,0,2628,0.0,A5,S
172,0,1,"Newell, Mr. Arthur Webster",male,,0,0,2689,133.2012,,S
445,0,2,"Montvila, Rev. Juozas",female,,0,0,349239,25.815,E36,S
468,1,1,"Silverthorne, Mr. Spencer Victor",female,25.3,1,1,SC/PARIS 2133,9.0043,,S
1,1,1,"Maisner, Mr. Simon",female,72.84,1,1,A/4. 20589,0.0,C54,C
651,0,3,"Goldsmith, Master. Frank John William ""Frankie""",male,2.4,1,0,SC/PARIS 2133,1.1581,,C
780,1,3,"Mudd, Mr. Thomas Charles",male,,0,1,28664,6.9558,,S
666,1,3,"Glynn, Miss. Mary Agatha",male,,0,0,349209,16.8328,D56,S
1,0,2,"Tikkanen, Mr. Juho",male,,1,0,SC/PARIS 2133,0.0,,S
891,1,1,"Goodwin, Mr. Charles Edward",male,,0,1,11753,7.4289,,C
1,0,3,"Goncalves, Mr. Manuel Estanslas",male,28.69,0,0,11751,49.462,C50,C
572,1,3,"Stankovic, Mr. Ivan",male,,1,0,A./5. 3235,16.2921,A32,Q
789,1,1,"Maioni, Miss. Roberta",male,,0,0,236171,12.6661,D30,Q
891,1,2,"Collyer, Mr. Harvey",male,,8,0,228414,62.8691,,Q
421,1,3,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",male,,0,0,113776,11.4872,,Q
748,0,3,"Daly, Mr. Eugene Patrick",male,,0,0,W./C. 14263,3.8803,,Q
891,0,3,"Barbara, Miss. Saiide",male,2.87,0,1,228414,49.6134,B20,Q
1,1,3,"Daly, Mr. Eugene Patrick",male,1.06,1,0,349219,0.0,,S
1,0,2,"Shorney, Mr. Charles Joseph",male,80.0,0,0,2628,3.2424,,S
423,0,3,"Stone, Mrs. George Nelson (Martha Evelyn)",male,0.42,7,0,2689,0.0,,S
1,1,3,"Carter, Mrs. William Ernest (Lucile Polk)",male,1.98,1,0,PC 17759,2.1614,,S
448,1,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,,0,0,SOTON/O.Q. 392078,0.0,D46,S
335,0,3,"Andersson, Miss. Erna Alexandra",male,,0,2,113796,0.0,,Q
891,1,1,"Sage, Miss. Constance Gladys",female,0.42,0,0,SC/PARIS 2133,0.0,,S
356,0,3,"Gill, Mr. John William",male,0.42,1,0,374910,3.2987,,C
8,1,1,"Jensen, Mr. Hans Peder",male,,1,0,A/5. 10482,3.5771,C90,C
891,0,1,"Augustsson, Mr. Albert",male,,0,0,315084,45.4079,,S
1,0,1,"Pasic, Mr. Jakob",male,16.95,0,0,14312,0.0,,S
1,1,3,"Stone, Mrs. George Nelson (Martha Evelyn)",male,74.44,1,1,349239,0.0,C86,S
82,0,1,"Hansen, Mr. Claus Peter",male,29.77,0,0,W./C. 14263,0.0,,S
859,0,1,"Leinonen, Mr. Antti Gustaf",male,25.18,0,0,349239,13.0153,,S
393,1,3,"Kelly, Miss. Mary",male,24.83,0,1,SC/PARIS 2133,0.0,A6,S
350,0,2,"Leinonen, Mr. Antti Gustaf",male,,1,0,11751,6.91,C70,S
1,0,3,"Lang, Mr. Fang",female,30.59,0,0,19943,0.0,C106,S
731,1,3,"Andersson, Miss. Ellis Anna Maria",male,,0,0,A/5. 10482,0.0,,C
1,1,3,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",male,24.91,1,1,315084,0.0,,Q
146,0,1,"Padro y Manent, Mr. Julian",male,22.27,0,0,349239,0.0,,S
891,1,3,"Sirayanian, Mr. Orsen",male,28.95,0,0,349222,17.3776,,C
646,1,3,"Carlsson, Mr. August Sigfrid",male,,0,0,349239,45.355,,S
128,1,1,"Balkic, Mr. Cerin",male,,0,0,54636,0.0,F33,S
891,0,2,"Humblen, Mr. Adolf Mathias Nicolai Olsen",female,,0,0,113786,17.2865,E36,S
442,0,1,"Leinonen, Mr. Antti Gustaf",male,14.01,0,1,219533,0.0,,C
540,0,1,"Weir, Col. John",female,,0,0,11753,0.0,,C
1,0,1,"Lesurer, Mr. Gustave J",male,,0,0,A/S 2816,0.0,,C
1,1,3,"Fynney, Mr. Joseph J",male,34.14,0,0,54636,0.0,,Q
1,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",male,0.42,1,0,219533,0.0,,S
546,1,1,"Daly, Mr. Eugene Patrick",male,,0,0,54636,9.7499,,C
242,1,1,"Francatelli, Miss. Laura Mabel",male,,0,0,31028,0.0,,S
517,0,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,,0,0,113796,26.2696,,S
482,1,1,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,,1,0,315084,6.5542,,C
616,0,3,"Lester, Mr. James",male,,1,1,349239,14.2435,,C
1,1,1,"Hanna, Mr. Mansour",female,80.0,0,0,349209,6.3307,,Q
451,1,3,"Jarvis, Mr. John Denzil",male,30.64,2,0,2641,10.9398,B51 B53 B55,S
466,0,3,"Beane, Mrs. Edward (Ethel Clarke)",male,25.1,0,0,347083,0.0,D11,S
1,1,3,"Wick, Miss. Mary Natalie",female,,0,0,11751,20.8356,,S
447,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,,1,0,PC 17759,1.5974,,S
891,1,1,"van Billiard, Mr. Austin Blyler",male,28.69,0,0,347088,19.0146,,S
1,1,2,"Novel, Mr. Mansouer",male,80.0,0,1,219533,22.4832,,S
130,1,1,"Artagaveytia, Mr. Ramon",male,,0,0,349239,0.0,,S
201,1,1,"Humblen, Mr. Adolf Mathias Nicolai Olsen",female,,1,0,2694,0.0,,C
658,1,2,"Abelson, Mr. Samuel",male,5.79,0,0,SC/PARIS 2133,0.0,,S
891,1,2,"Hogeboom, Mrs. John C (Anna Andrews)",male,30.03,0,0,349209,0.0,,C
785,1,1,"Daly, Mr. Eugene Patrick",female,14.71,0,0,349239,0.0,,Q
1,1,1,"Brewe, Dr. Arthur Jackson",male,15.47,0,1,A.5. 18509,0.0,,S
1,1,3,"McMahon, Mr. Martin",male,19.65,1,0,349239,19.4293,,C
1,1,2,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",male,,0,0,11753,117.2127,,C
1,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,,1,0,SC/PARIS 2133,24.8106,,S
252,0,3,"Daly, Mr. Eugene Patrick",female,0.42,0,0,SOTON/O.Q. 392078,0.0,,S
